timestamp,CPU%,Memory_MB
2025-04-11T00:31:59.595953+00:00,100.00,122.42
2025-04-11T00:32:00.206434+00:00,0.10,122.42
2025-04-11T00:32:00.808661+00:00,0.30,122.62
2025-04-11T00:32:01.419334+00:00,0.10,122.62
2025-04-11T00:32:02.029925+00:00,0.10,122.62
2025-04-11T00:32:02.641798+00:00,0.30,122.62
2025-04-11T00:32:03.245245+00:00,0.50,122.66
2025-04-11T00:32:03.856468+00:00,0.30,122.66
2025-04-11T00:32:04.465533+00:00,0.30,122.66
2025-04-11T00:32:05.068388+00:00,0.40,122.66
2025-04-11T00:32:05.673262+00:00,0.30,122.66
2025-04-11T00:32:06.280788+00:00,0.50,122.66
2025-04-11T00:32:06.885376+00:00,0.50,122.66
2025-04-11T00:32:07.498079+00:00,0.50,122.69
2025-04-11T00:32:08.109343+00:00,0.60,122.69
2025-04-11T00:32:08.712407+00:00,0.50,122.69
2025-04-11T00:32:09.314717+00:00,0.40,122.69
2025-04-11T00:32:09.927293+00:00,0.40,122.69
2025-04-11T00:32:10.536554+00:00,0.60,122.69
2025-04-11T00:32:11.142703+00:00,0.50,122.69
2025-04-11T00:32:11.749685+00:00,0.50,122.69
2025-04-11T00:32:12.358573+00:00,0.50,122.69
2025-04-11T00:32:12.965266+00:00,0.50,122.69
2025-04-11T00:32:13.576311+00:00,0.50,122.69
2025-04-11T00:32:14.180352+00:00,0.40,122.69
2025-04-11T00:32:14.785421+00:00,0.20,122.69
2025-04-11T00:32:15.396705+00:00,0.30,122.69
2025-04-11T00:32:16.008001+00:00,0.40,122.69
2025-04-11T00:32:16.612353+00:00,0.40,122.69
2025-04-11T00:32:17.215208+00:00,0.50,122.69
2025-04-11T00:32:17.818674+00:00,0.50,122.69
2025-04-11T00:32:18.429971+00:00,0.40,122.69
2025-04-11T00:32:19.031219+00:00,0.20,122.69
2025-04-11T00:32:19.642870+00:00,0.30,122.69
2025-04-11T00:32:20.245699+00:00,0.40,122.69
2025-04-11T00:32:20.857355+00:00,0.30,122.69
2025-04-11T00:32:21.463946+00:00,0.50,122.69
2025-04-11T00:32:22.067923+00:00,0.50,122.69
2025-04-11T00:32:22.671564+00:00,0.50,122.69
2025-04-11T00:32:23.281308+00:00,0.40,122.69
2025-04-11T00:32:23.883305+00:00,0.30,122.69
2025-04-11T00:32:24.494514+00:00,0.40,122.69
2025-04-11T00:32:25.106549+00:00,0.30,122.69
2025-04-11T00:32:25.719886+00:00,0.50,122.69
2025-04-11T00:32:26.323639+00:00,0.50,122.69
2025-04-11T00:32:26.930635+00:00,0.30,122.69
2025-04-11T00:32:27.537328+00:00,0.40,122.69
2025-04-11T00:32:28.154112+00:00,0.50,122.69
2025-04-11T00:32:28.762626+00:00,0.40,122.69
2025-04-11T00:32:29.364524+00:00,0.30,122.69
2025-04-11T00:32:29.968760+00:00,0.20,122.69
2025-04-11T00:32:30.572962+00:00,0.40,122.69
2025-04-11T00:32:31.186069+00:00,0.50,122.72
2025-04-11T00:32:31.790858+00:00,0.50,122.72
2025-04-11T00:32:32.403328+00:00,0.50,122.72
2025-04-11T00:32:33.007448+00:00,0.60,122.73
2025-04-11T00:32:33.611145+00:00,0.50,122.73
2025-04-11T00:32:34.216596+00:00,0.50,122.73
2025-04-11T00:32:34.822159+00:00,0.30,122.73
2025-04-11T00:32:35.439316+00:00,0.20,122.73
2025-04-11T00:32:36.052834+00:00,0.50,122.73
2025-04-11T00:32:36.657322+00:00,0.50,122.73
2025-04-11T00:32:37.260648+00:00,0.30,122.73
2025-04-11T00:32:37.872300+00:00,0.30,122.73
2025-04-11T00:32:38.484430+00:00,0.50,122.73
2025-04-11T00:32:39.088345+00:00,0.50,122.73
2025-04-11T00:32:39.697473+00:00,0.50,122.73
2025-04-11T00:32:40.305992+00:00,0.40,122.73
2025-04-11T00:32:40.908449+00:00,0.40,122.73
2025-04-11T00:32:41.513473+00:00,0.60,122.73
2025-04-11T00:32:42.119319+00:00,0.50,122.73
2025-04-11T00:32:42.725898+00:00,0.50,122.73
2025-04-11T00:32:43.335611+00:00,0.40,122.73
