timestamp,CPU%,Memory_MB
2025-04-11T01:22:53.672733+00:00,100.00,115.98
2025-04-11T01:22:56.679518+00:00,0.10,116.22
2025-04-11T01:22:59.688172+00:00,0.10,116.22
2025-04-11T01:23:02.696479+00:00,0.10,116.22
2025-04-11T01:23:05.703291+00:00,0.10,116.22
2025-04-11T01:23:08.710607+00:00,0.10,116.22
2025-04-11T01:23:11.717684+00:00,0.10,116.22
2025-04-11T01:23:14.725438+00:00,0.10,116.25
2025-04-11T01:23:17.733347+00:00,0.10,116.25
2025-04-11T01:23:20.739196+00:00,0.10,116.28
2025-04-11T01:23:23.746415+00:00,0.10,116.31
2025-04-11T01:23:26.752237+00:00,0.10,116.31
2025-04-11T01:23:29.754012+00:00,0.10,116.31
2025-04-11T01:23:32.760157+00:00,0.00,116.31
2025-04-11T01:23:35.773362+00:00,0.10,116.31
2025-04-11T01:23:38.781174+00:00,0.10,116.31
2025-04-11T01:23:41.784767+00:00,0.10,116.31
2025-04-11T01:23:44.791692+00:00,0.10,116.34
2025-04-11T01:23:47.799645+00:00,0.10,116.34
2025-04-11T01:23:50.805394+00:00,0.10,116.34
2025-04-11T01:23:53.810367+00:00,0.10,116.34
2025-04-11T01:23:56.818377+00:00,0.10,116.34
2025-04-11T01:23:59.821975+00:00,0.10,116.34
2025-04-11T01:24:02.825491+00:00,0.10,116.34
2025-04-11T01:24:05.832167+00:00,0.10,116.34
2025-04-11T01:24:08.838821+00:00,0.10,116.34
2025-04-11T01:24:11.844469+00:00,0.00,116.34
2025-04-11T01:24:14.848274+00:00,0.00,116.41
2025-04-11T01:24:17.855100+00:00,0.10,116.41
2025-04-11T01:24:20.862139+00:00,0.10,116.41
2025-04-11T01:24:23.867689+00:00,0.00,116.41
2025-04-11T01:24:26.872000+00:00,0.00,116.41
2025-04-11T01:24:29.874626+00:00,0.00,116.44
2025-04-11T01:24:32.880349+00:00,0.00,116.44
2025-04-11T01:24:35.887325+00:00,0.10,116.44
2025-04-11T01:24:38.891355+00:00,0.10,116.44
2025-04-11T01:24:41.902597+00:00,0.10,116.44
2025-04-11T01:24:44.913215+00:00,0.00,116.47
2025-04-11T01:24:47.924133+00:00,0.00,116.47
2025-04-11T01:24:50.927163+00:00,0.00,116.47
2025-04-11T01:24:53.930915+00:00,0.00,116.47
2025-04-11T01:24:56.941412+00:00,0.00,116.47
2025-04-11T01:24:59.947419+00:00,0.00,116.47
2025-04-11T01:25:02.954153+00:00,0.00,116.47
2025-04-11T01:25:05.957450+00:00,0.00,116.47
2025-04-11T01:25:08.969278+00:00,0.10,116.47
2025-04-11T01:25:11.981855+00:00,0.10,116.47
2025-04-11T01:25:14.997051+00:00,0.10,116.47
2025-04-11T01:25:18.009490+00:00,0.10,116.47
2025-04-11T01:25:21.017625+00:00,0.10,116.47
2025-04-11T01:25:24.028421+00:00,0.00,116.47
2025-04-11T01:25:27.031178+00:00,0.00,116.47
2025-04-11T01:25:30.041205+00:00,0.00,116.47
2025-04-11T01:25:33.051819+00:00,0.00,116.47
2025-04-11T01:25:36.062326+00:00,0.00,116.47
2025-04-11T01:25:39.072987+00:00,0.00,116.47
2025-04-11T01:25:42.075020+00:00,0.10,116.47
2025-04-11T01:25:45.086029+00:00,0.10,116.47
2025-04-11T01:25:48.090695+00:00,0.10,116.47
2025-04-11T01:25:51.102441+00:00,0.10,116.47
2025-04-11T01:25:54.106403+00:00,0.10,116.47
2025-04-11T01:25:57.118818+00:00,0.10,116.47
2025-04-11T01:26:00.129571+00:00,0.10,116.47
2025-04-11T01:26:03.141078+00:00,0.10,116.48
2025-04-11T01:26:06.149107+00:00,0.10,116.48
2025-04-11T01:26:09.159809+00:00,0.00,116.48
2025-04-11T01:26:12.169153+00:00,0.10,116.48
2025-04-11T01:26:15.179014+00:00,0.10,116.48
2025-04-11T01:26:18.184870+00:00,0.00,116.48
2025-04-11T01:26:21.191809+00:00,0.00,116.48
2025-04-11T01:26:24.203655+00:00,0.10,116.48
2025-04-11T01:26:27.207723+00:00,0.10,116.48
2025-04-11T01:26:30.218414+00:00,0.00,116.48
2025-04-11T01:26:33.230692+00:00,0.10,116.48
2025-04-11T01:26:36.238000+00:00,0.10,116.48
2025-04-11T01:26:39.247866+00:00,0.10,116.48
2025-04-11T01:26:42.250389+00:00,0.10,116.48
2025-04-11T01:26:45.251577+00:00,0.00,116.48
2025-04-11T01:26:48.257419+00:00,0.00,116.48
2025-04-11T01:26:51.270000+00:00,0.10,116.48
2025-04-11T01:26:54.273826+00:00,0.10,116.48
2025-04-11T01:26:57.285564+00:00,0.10,116.48
2025-04-11T01:27:00.298865+00:00,0.10,116.48
2025-04-11T01:27:03.305667+00:00,0.10,116.48
2025-04-11T01:27:06.314750+00:00,0.10,116.48
2025-04-11T01:27:09.325333+00:00,0.10,116.48
2025-04-11T01:27:12.334996+00:00,0.10,116.48
2025-04-11T01:27:15.337312+00:00,0.10,116.48
2025-04-11T01:27:18.348005+00:00,0.00,116.48
2025-04-11T01:27:21.359064+00:00,0.00,116.48
2025-04-11T01:27:24.368634+00:00,0.10,116.48
2025-04-11T01:27:27.378271+00:00,0.10,116.48
2025-04-11T01:27:30.382874+00:00,0.10,116.48
2025-04-11T01:27:33.387143+00:00,0.10,116.48
2025-04-11T01:27:36.393211+00:00,0.00,116.48
2025-04-11T01:27:39.405048+00:00,0.10,116.48
2025-04-11T01:27:42.410091+00:00,0.10,116.48
2025-04-11T01:27:45.419882+00:00,0.10,116.48
2025-04-11T01:27:48.423434+00:00,0.10,116.48
2025-04-11T01:27:51.434970+00:00,0.10,116.48
