timestamp,CPU%,Memory_MB
2025-04-10T23:30:53.194411+00:00,97.00,113.95
2025-04-10T23:30:53.257816+00:00,0.80,113.95
2025-04-10T23:30:53.323494+00:00,1.00,113.95
2025-04-10T23:30:53.389428+00:00,1.40,113.95
2025-04-10T23:30:53.455319+00:00,1.40,113.95
2025-04-10T23:30:53.522505+00:00,2.50,113.98
2025-04-10T23:30:53.585893+00:00,3.80,114.05
2025-04-10T23:30:53.647312+00:00,2.30,114.08
2025-04-10T23:30:53.712807+00:00,0.70,114.08
2025-04-10T23:30:53.776044+00:00,1.10,114.08
2025-04-10T23:30:53.841979+00:00,1.40,114.08
2025-04-10T23:30:53.909002+00:00,2.30,114.08
2025-04-10T23:30:53.976239+00:00,3.50,114.08
2025-04-10T23:30:54.043453+00:00,3.00,114.08
2025-04-10T23:30:54.109438+00:00,3.20,114.08
2025-04-10T23:30:54.176897+00:00,4.70,114.19
2025-04-10T23:30:54.243774+00:00,4.00,114.19
2025-04-10T23:30:54.311023+00:00,3.70,114.20
2025-04-10T23:30:54.377382+00:00,3.60,114.20
2025-04-10T23:30:54.443732+00:00,2.90,114.23
2025-04-10T23:30:54.509639+00:00,2.30,114.23
2025-04-10T23:30:54.575841+00:00,1.80,114.23
2025-04-10T23:30:54.641559+00:00,1.40,114.23
2025-04-10T23:30:54.706975+00:00,2.00,114.23
2025-04-10T23:30:54.771863+00:00,3.90,114.23
2025-04-10T23:30:54.835613+00:00,4.50,114.23
2025-04-10T23:30:54.902263+00:00,3.80,114.23
2025-04-10T23:30:54.968957+00:00,2.40,114.23
2025-04-10T23:30:55.033894+00:00,2.50,114.23
2025-04-10T23:30:55.097383+00:00,3.40,114.23
2025-04-10T23:30:55.163916+00:00,4.30,114.23
2025-04-10T23:30:55.226866+00:00,4.10,114.23
2025-04-10T23:30:55.293344+00:00,4.20,114.23
2025-04-10T23:30:55.360310+00:00,4.00,114.23
2025-04-10T23:30:55.427047+00:00,4.30,114.27
2025-04-10T23:30:55.494115+00:00,4.50,114.27
2025-04-10T23:30:55.559699+00:00,4.10,114.27
2025-04-10T23:30:55.626972+00:00,4.30,114.27
2025-04-10T23:30:55.692866+00:00,4.30,114.27
2025-04-10T23:30:55.759064+00:00,3.50,114.27
2025-04-10T23:30:55.824183+00:00,3.90,114.27
2025-04-10T23:30:55.889789+00:00,4.20,114.27
2025-04-10T23:30:55.957753+00:00,4.10,114.27
2025-04-10T23:30:56.023442+00:00,3.80,114.27
2025-04-10T23:30:56.087474+00:00,3.70,114.30
2025-04-10T23:30:56.150843+00:00,1.20,114.30
2025-04-10T23:30:56.212474+00:00,1.50,114.30
2025-04-10T23:30:56.275266+00:00,2.00,114.30
